id,year,make,model,trim1,trim2,area,train,size,color,simplified_color,stratifeature
dcdffe6c6dac,2014,Ford,Fusion,Fusion,SE,6953911,FALSE,very small,Gray,Gray,very small-Non-white
dce1875dc7f1,2013,Toyota,Prius c,Prius c,Two,6449498,FALSE,very small,Black,Black,very small-Non-white
dd32b283f3a4,2012,Toyota,Prius c,Prius c,Three,7106704,FALSE,very small,White,White,very small-White
dd4ac003db55,2014,MINI,Roadster,Roadster,Cooper S,6128729,FALSE,very small,Black,Black,very small-Non-white
dd4d31efbc52,2014,Chevrolet,Camaro,Camaro,LS,6480460,FALSE,very small,Black,Black,very small-Non-white
dd651b540fc1,2016,Chevrolet,Spark,Spark,1LT CVT,5978561,FALSE,very small,Yellow,Others,very small-Non-white
dd93ede7ecab,2015,Nissan,Versa Note,Versa Note,SV,6977627,FALSE,very small,White,White,very small-White
dda35dc60edc,2015,FIAT,500e,500e,Base,6546267,FALSE,very small,Black,Black,very small-Non-white
ddc387962922,2015,Chevrolet,Cruze,Cruze,2LT Auto,6966313,FALSE,very small,Red,Red,very small-Non-white
de37bde5dac9,2014,Ford,Fiesta,Fiesta,SE,5892978,FALSE,very small,Red,Red,very small-Non-white
de714410ea32,2014,Honda,Civic,Civic,LX,6717901,FALSE,very small,Blue,Blue,very small-Non-white
de988f90ccd5,2016,Mazda,MX-5 Miata,MX-5 Miata,Club,5714516,FALSE,very small,Black,Black,very small-Non-white
de9ac91cca78,2013,Ford,Mustang,Mustang,Boss 302,6915461,FALSE,very small,White,White,very small-White
deaae3307ab1,2014,Hyundai,Accent,Accent,GS,5838493,FALSE,very small,Blue,Blue,very small-Non-white
df642435a951,2014,Lexus,IS 250C,IS 250C,Base,6789621,TRUE,very small,Red,Red,very small-Non-white
e004d54234b3,2014,Volkswagen,Passat,Passat,S,6713792,FALSE,very small,Black,Black,very small-Non-white
e049bff27295,2013,Lexus,CT 200h,CT 200h,Base,6791972,FALSE,very small,Black,Black,very small-Non-white
e05b96cc2b0d,2014,Audi,S5,S5,3.0T quattro Premium Plus,6767495,TRUE,very small,Red,Red,very small-Non-white
e06ac5c362d8,2013,Honda,Civic,Civic,LX,6690929,FALSE,very small,Black,Black,very small-Non-white
e074ea4e1d8a,2013,Honda,Civic,Civic,EX-L,6954598,FALSE,very small,Black,Black,very small-Non-white
e0f5eac88801,2014,Chevrolet,Sonic,Sonic,LT Auto,6736988,FALSE,very small,White,White,very small-White
e13442b63eee,2014,Mercedes-Benz,C-Class,C-Class,C350 Sport,6226745,FALSE,very small,White,White,very small-White
e163acba9f2b,2014,Volkswagen,Tiguan,Tiguan,S,6792501,FALSE,very small,Black,Black,very small-Non-white
e2115739ecce,2013,Honda,Civic,Civic,EX,6700271,FALSE,very small,Blue,Blue,very small-Non-white
e27d42294d38,2010,Chevrolet,Camaro,Camaro,SS RS Pkg,7108573,FALSE,very small,Black,Black,very small-Non-white
e29a4f0f56de,2015,Chevrolet,Cruze,Cruze,1LT Auto,6958034,FALSE,very small,Red,Red,very small-Non-white
e29bfaa892e9,2014,Volkswagen,Jetta,Jetta,TDI,6842496,FALSE,very small,White,White,very small-White
e2aa75079988,2012,Buick,Verano,Verano,Leather Group,6468392,FALSE,very small,Black,Black,very small-Non-white
e2c6199beba7,2014,Nissan,JUKE,JUKE,NISMO RS,6148865,FALSE,very small,White,White,very small-White
e357747b0fcc,2014,Chevrolet,Sonic,Sonic,LTZ Auto,6218903,FALSE,very small,Gray,Gray,very small-Non-white
e36ff4467d31,2012,Acura,TL,TL,Base w/Advance,6766643,FALSE,very small,Black,Black,very small-Non-white
e377f4dee681,2015,Toyota,Prius,Prius,Two,6986313,FALSE,very small,White,White,very small-White
e3dcbd5ac790,2013,Infiniti,G37 Sedan,G37 Sedan,x,6556696,FALSE,very small,Black,Black,very small-Non-white
e3eef172f960,2014,Chevrolet,Cruze,Cruze,1LT Auto,6376670,FALSE,very small,White,White,very small-White
e4196e8b6297,2014,Ford,Focus,Focus,SE,6307529,FALSE,very small,Gray,Gray,very small-Non-white
e462ce4cffb4,2013,Honda,Fit,Fit,Sport,6770525,FALSE,very small,Black,Black,very small-Non-white
e478ec8ce3a6,2013,Honda,Fit,Fit,Sport,6975153,FALSE,very small,White,White,very small-White
e4b6cce2ef0f,2013,BMW,1 Series,1 Series,128i,6712029,FALSE,very small,Blue,Blue,very small-Non-white
e56c0954a1c0,2014,Kia,Forte,Forte,LX,7125571,FALSE,very small,Black,Black,very small-Non-white
e59bb55ea219,2012,Honda,Civic,Civic,EX,6125480,FALSE,very small,Gray,Gray,very small-Non-white
e60fdfc3a229,2013,Toyota,Corolla,Corolla,S,6373572,FALSE,very small,Gray,Gray,very small-Non-white
e61f76c2ccfb,2014,Mercedes-Benz,C-Class,C-Class,C250,6944652,FALSE,very small,Black,Black,very small-Non-white
e65e03cc0c48,2013,Hyundai,Elantra,Elantra,GLS,6846221,FALSE,very small,Black,Black,very small-Non-white
e67814e0d773,2015,Volkswagen,Beetle,Beetle,1.8T Classic PZEV,6740101,FALSE,very small,Red,Red,very small-Non-white
e678ff016a7a,2015,FIAT,500e,500e,Base,6573028,FALSE,very small,White,White,very small-White
e76044cc76dd,2013,Buick,Verano,Verano,Base,6959894,FALSE,very small,Black,Black,very small-Non-white
e778b8b46001,2015,Lexus,CT 200h,CT 200h,Base,6960611,FALSE,very small,White,White,very small-White
e7a4e233ddb5,2015,Ford,Fiesta,Fiesta,SE,6585740,FALSE,very small,White,White,very small-White
e7c132b07fe1,2014,Jeep,Compass,Compass,Sport,6920515,FALSE,very small,Gray,Gray,very small-Non-white
e7de7b0813b3,2015,Mazda,Mazda6,Mazda6,i Touring,7135918,FALSE,very small,White,White,very small-White
e7fe642996f6,2014,Buick,Verano,Verano,Base,6940899,FALSE,very small,Blue,Blue,very small-Non-white
e80da5b4582e,2014,Lexus,CT 200h,CT 200h,Premium Pkg,6546987,FALSE,very small,White,White,very small-White
e8436f989bdd,2014,Mazda,MAZDA3,MAZDA3,i Touring,6323468,FALSE,very small,Gray,Gray,very small-Non-white
e86065bbfb5d,2013,Acura,ILX,ILX,2.0L w/Tech,6765283,FALSE,very small,White,White,very small-White
e8bf4325ba06,2013,Honda,Civic,Civic,LX,7083882,FALSE,very small,Black,Black,very small-Non-white
e8d1cdc37098,2015,MINI,Hardtop,Hardtop,Cooper,6193143,FALSE,very small,Black,Black,very small-Non-white
e8efb3e16a9d,2012,Audi,A6,A6,2.0T Premium Plus,6786876,FALSE,very small,Black,Black,very small-Non-white
e8f607100c1f,2016,Hyundai,Veloster Turbo,Veloster Turbo,Base,6619826,TRUE,very small,Red,Red,very small-Non-white
e8ff40f7edd2,2012,Mazda,Mazda3,Mazda3,i Touring,7052009,FALSE,very small,Gray,Gray,very small-Non-white
e9207fa1bed0,2013,Hyundai,Veloster,Veloster,Base W/ Style Pkg,6534450,FALSE,very small,White,White,very small-White
e9236a0cd447,2014,Hyundai,Accent,Accent,GLS,7003690,FALSE,very small,White,White,very small-White
ea2c321bfcfe,2015,Chevrolet,Sonic,Sonic,LTZ Auto,6705843,FALSE,very small,White,White,very small-White
ea2f9e74ae9f,2014,Cadillac,ATS,ATS,2.5L Luxury,7080671,FALSE,very small,Black,Black,very small-Non-white
eade8bbc0c74,2013,Hyundai,Accent,,,5980648,FALSE,very small,White,White,very small-White
eb363de5a0cc,2014,Toyota,Prius Plug-in Hybrid,Prius Plug-in Hybrid,Base,6986560,FALSE,very small,Black,Black,very small-Non-white
eb49c8c9561c,2013,Mazda,Mazda3,Mazda3,i SV,6824832,FALSE,very small,White,White,very small-White
eb7a299d06cd,2014,Cadillac,ATS,ATS,2.0T,6841486,FALSE,very small,Black,Black,very small-Non-white
eba4da1ced2d,2012,Acura,TL,TL,,6766106,FALSE,very small,Black,Black,very small-Non-white
ebf259c464a3,2014,Mercedes-Benz,CLA,CLA,CLA 250 W/ Mult Media pkg,7057951,FALSE,very small,Gray,Gray,very small-Non-white
ebf881518929,2014,Honda,Civic,Civic,LX,6692195,FALSE,very small,Black,Black,very small-Non-white
ebfea051b6b3,2013,Hyundai,Veloster,Veloster,RE MIX,6464841,FALSE,very small,Red,Red,very small-Non-white
ec0d8b217ce6,2014,Chevrolet,Impala Limited,Impala Limited,LT Fleet,6923508,FALSE,very small,Gray,Gray,very small-Non-white
ec2be74b2afd,2012,Toyota,Corolla,Corolla,LE,6280519,FALSE,very small,Gray,Gray,very small-Non-white
ec4dc203c16c,2015,Chevrolet,Sonic,Sonic,LTZ Auto,6759572,FALSE,very small,White,White,very small-White
ec4e9ae6b864,2014,Nissan,Versa Note,Versa Note,SV,6588680,FALSE,very small,Gray,Gray,very small-Non-white
ec77038c1318,2013,Nissan,Altima,Altima,2.5 S,6793339,FALSE,very small,White,White,very small-White
eca6d72632bd,2014,Honda,Civic,Civic,LX,6880477,FALSE,very small,Gray,Gray,very small-Non-white
ecdf25767509,2014,Chevrolet,Sonic,Sonic,LT Auto,6854298,FALSE,very small,White,White,very small-White
ecf3076e5d5d,2014,Lexus,CT 200h,CT 200h,Base,6982361,FALSE,very small,Black,Black,very small-Non-white
ecfef2aeb576,2015,Nissan,LEAF,LEAF,S,6946113,FALSE,very small,White,White,very small-White
ed1859f95347,2013,Chrysler,200,200,Limited,6791984,FALSE,very small,Black,Black,very small-Non-white
ed4a879596bd,2013,Cadillac,ATS,ATS,2.5L,6233324,FALSE,very small,Black,Black,very small-Non-white
ed72b4ff6e5a,2012,Mazda,Mazda3,Mazda3,i Grand Touring,6637268,FALSE,very small,White,White,very small-White
ed73965e456e,2013,MINI,Countryman,Countryman,Cooper,6692996,FALSE,very small,Black,Black,very small-Non-white
ed92a5c699bd,2013,Ford,Focus,Focus,SE,7014218,FALSE,very small,Black,Black,very small-Non-white
edb913a8b76b,2015,Toyota,Prius c,Prius c,One,7081066,FALSE,very small,White,White,very small-White
edbe7429fe22,2015,Toyota,Yaris,Yaris,5-Door LE,6440329,FALSE,very small,White,White,very small-White
edd04c0698e1,2013,Toyota,Prius c,Prius c,Two,5712956,FALSE,very small,Gray,Gray,very small-Non-white
ee2519bad068,2014,Toyota,Prius c,Prius c,One,6151174,FALSE,very small,Black,Black,very small-Non-white
ee449e629c00,2014,Lexus,IS 350C,IS 350C,Base,7044343,FALSE,very small,Gray,Gray,very small-Non-white
ee7c410405e9,2013,Chevrolet,Volt,Volt,Base,6819836,FALSE,very small,Blue,Blue,very small-Non-white
ee7db1e66466,2014,Lexus,CT 200h,CT 200h,F SPORT,6936322,FALSE,very small,White,White,very small-White
ee9f04395e24,2014,Kia,Sportage,Sportage,LX,6907686,FALSE,very small,Black,Black,very small-Non-white
eeb7eeca738e,2015,MINI,Coupe,Coupe,John Cooper Works,6232200,TRUE,very small,White,White,very small-White
ef36f88d6994,2015,Chevrolet,Spark,Spark,1LT CVT,6704860,FALSE,very small,White,White,very small-White
ef3d3d82c4b9,2013,Honda,Civic,Civic,LX,6687650,FALSE,very small,Black,Black,very small-Non-white
ef74064f54e4,2013,Hyundai,Elantra,Elantra,GLS,7062436,FALSE,very small,Gray,Gray,very small-Non-white
ef9e0e9e1682,2013,Buick,Verano,Verano,Convenience Group,6484163,FALSE,very small,Gray,Gray,very small-Non-white
efc3a263b9fb,2012,Lincoln,MKZ Hybrid,MKZ Hybrid,Base,7009547,FALSE,very small,White,White,very small-White
efcff0c6f553,2014,Honda,Civic,Civic,EX,6732505,FALSE,very small,Black,Black,very small-Non-white
eff68da50257,2012,Hyundai,Sonata Hybrid,Sonata Hybrid,Base,6839879,FALSE,very small,Gray,Gray,very small-Non-white
effe6b20ba20,2014,Hyundai,Elantra,Elantra,SE,7024109,FALSE,very small,Blue,Blue,very small-Non-white
f07f8f2e0dd0,2014,Mercedes-Benz,C-Class,C-Class,C250 Sport,6199592,FALSE,very small,Red,Red,very small-Non-white
f0c88578941d,2014,Scion,iQ,iQ,10 Series,5933557,FALSE,very small,Gray,Gray,very small-Non-white
f0d3418f1145,2015,FIAT,500,500,Pop,6263595,FALSE,very small,White,White,very small-White
f0f14f54cbdb,2013,FIAT,500c,500c,Abarth,6444516,FALSE,very small,Red,Red,very small-Non-white
f1d5b4cfc2b8,2014,Volkswagen,Beetle,Beetle,1.8T Entry PZEV,6781868,FALSE,very small,White,White,very small-White
f1ef74c2e3ed,2012,Mazda,MAZDA3,MAZDA3,i Touring,6814340,FALSE,very small,Blue,Blue,very small-Non-white
f1f241571948,2010,Audi,A5,A5,2.0T quattro Prestige w/ Prestige Pkg,6854138,FALSE,very small,White,White,very small-White
f1f2bdedc6fd,2012,Acura,TSX,TSX,Base,6531460,FALSE,very small,Gray,Gray,very small-Non-white
f20265ae3450,2013,Mercedes-Benz,E-Class,,,6825912,FALSE,very small,Gray,Gray,very small-Non-white
f21b826e9cfd,2016,Toyota,Corolla,Corolla,LE,7084364,FALSE,very small,Green,Others,very small-Non-white
f2206307856f,2012,Toyota,Prius,Prius,Two,6970514,FALSE,very small,Blue,Blue,very small-Non-white
f24ca6cc1ba0,2013,Lexus,CT 200h,CT 200h,Base,6090934,FALSE,very small,White,White,very small-White
f27133948a45,2013,BMW,3 Series,3 Series,335i xDrive,6869287,FALSE,very small,White,White,very small-White
f29a5a06b047,2013,Cadillac,ATS,ATS,2.0T,6799729,FALSE,very small,Black,Black,very small-Non-white
f2cae296f2df,2015,Ford,Fiesta,Fiesta,SE,6935658,FALSE,very small,White,White,very small-White
f2fa3ffdf9e8,2014,Kia,Forte,Forte,LX,6267636,FALSE,very small,Blue,Blue,very small-Non-white
f314c61074fa,2015,Chevrolet,Spark,Spark,1LT CVT,5794833,FALSE,very small,Blue,Blue,very small-Non-white
f348289ddfc4,2013,Toyota,Prius c,Prius c,One,6463359,FALSE,very small,Black,Black,very small-Non-white
f3739a38e67c,2013,Hyundai,Veloster Turbo,Veloster Turbo,Base,6458929,FALSE,very small,Red,Red,very small-Non-white
f408fc6aa398,2015,Honda,CR-Z,CR-Z,EX,5807613,FALSE,very small,White,White,very small-White
f451af99fe37,2016,Volkswagen,Jetta,Jetta,1.4T S,7046225,FALSE,very small,Blue,Blue,very small-Non-white
f45933c2069d,2012,Nissan,370Z,370Z,Roadster Touring,5895417,FALSE,very small,Black,Black,very small-Non-white
f45f4ee04322,2016,Nissan,Versa,Versa,1.6 S Plus,7095506,FALSE,very small,Black,Black,very small-Non-white
f492536f9622,2014,Chevrolet,Cruze,Cruze,2LT Auto,6380583,FALSE,very small,White,White,very small-White
f4ddb7437af9,2014,Chevrolet,Cruze,Cruze,LS Auto,6950679,FALSE,very small,White,White,very small-White
f4de0ded19af,2015,Kia,Soul,Soul,+,7118051,FALSE,very small,Red,Red,very small-Non-white
f4eeb822a38e,2014,Honda,Accord,Accord,Sport,6745522,FALSE,very small,Black,Black,very small-Non-white
f54501cb7494,2014,Ford,Fiesta,,,5898653,FALSE,very small,Red,Red,very small-Non-white
f55211bb7089,2014,Subaru,Impreza,Impreza,2.0i Sport Premium,6902893,FALSE,very small,White,White,very small-White
f5ae79e67023,2013,Hyundai,Elantra,Elantra,Limited,7057220,FALSE,very small,Gray,Gray,very small-Non-white
f5b7ad9bddc5,2014,Nissan,JUKE,JUKE,NISMO,6673264,FALSE,very small,White,White,very small-White
f5cac914349d,2013,Chevrolet,Malibu,Malibu,Eco,6789725,FALSE,very small,Red,Red,very small-Non-white
f62018f1b7e1,2015,Kia,Forte,Forte,LX,6841941,FALSE,very small,Red,Red,very small-Non-white
f65beb28276b,2014,Hyundai,Accent,Accent,GLS,6907643,FALSE,very small,Gray,Gray,very small-Non-white
f660405a941b,2014,Toyota,Prius c,Prius c,Three,6456187,FALSE,very small,White,White,very small-White
f6640bc210a5,2013,Honda,Civic,Civic,LX,6697843,FALSE,very small,White,White,very small-White
f678e4f42ee6,2013,Volkswagen,Beetle,Beetle,2.5L PZEV,7133015,FALSE,very small,Black,Black,very small-Non-white
f6b8653d56c8,2014,Kia,Soul,Soul,+,6979473,FALSE,very small,Red,Red,very small-Non-white
f6bc7119e021,2012,Mazda,Mazda3,Mazda3,i Touring,7043126,FALSE,very small,White,White,very small-White
f6bec8717aec,2013,Hyundai,Elantra,Elantra,GLS,7085280,FALSE,very small,Black,Black,very small-Non-white
f6eb9b3fa134,2012,Toyota,Camry,Camry,LE,6806078,FALSE,very small,Black,Black,very small-Non-white
f6f7eed7acf4,2012,Mazda,MAZDA3,MAZDA3,i Touring,6216549,FALSE,very small,Black,Black,very small-Non-white
f70543aada34,2015,Chevrolet,Sonic,Sonic,LTZ Auto,7031430,FALSE,very small,Black,Black,very small-Non-white
f716032f045d,2013,Ford,Fusion Hybrid,Fusion Hybrid,SE,6954290,FALSE,very small,White,White,very small-White
f71dfc0277e0,2014,Scion,tC,tC,Base,6749337,FALSE,very small,Gray,Gray,very small-Non-white
f72e54324ecc,2014,Volkswagen,Passat,Passat,Wolfsburg Edition PZEV,6694828,FALSE,very small,Black,Black,very small-Non-white
f758bebb80a7,2014,Acura,ILX,ILX,2.0L,6858483,FALSE,very small,White,White,very small-White
f7803ef1b499,2015,Chevrolet,Spark EV,Spark EV,2LT,6768267,FALSE,very small,White,White,very small-White
f79b49ab8ce5,2014,Nissan,Sentra,Sentra,SV,6578022,FALSE,very small,Gray,Gray,very small-Non-white
f7cb3afb2104,2013,MINI,Paceman,Paceman,Cooper S,6807577,FALSE,very small,Black,Black,very small-Non-white
f7d522613807,2013,Ford,Fusion,Fusion,Titanium,6968790,FALSE,very small,Gray,Gray,very small-Non-white
f7f3c5c3c7aa,2012,Volkswagen,CC,CC,Sport,6328125,FALSE,very small,Gray,Gray,very small-Non-white
f8143a7f9ece,2015,Kia,Soul,Soul,Base,6964633,FALSE,very small,Gray,Gray,very small-Non-white
f8265d7d08a1,2014,Mazda,Mazda3,Mazda3,i Grand Touring,7039519,FALSE,very small,Red,Red,very small-Non-white
f89db3b38d6e,2014,Hyundai,Elantra,Elantra,SE,6704459,FALSE,very small,Black,Black,very small-Non-white
f8c52f8e4923,2014,BMW,3 Series,3 Series,328i,6312510,FALSE,very small,Gray,Gray,very small-Non-white
f8e697fe11fc,2012,Honda,Civic,Civic,LX,6922419,FALSE,very small,Gray,Gray,very small-Non-white
f8eb9e437190,2014,Toyota,Yaris,Yaris,5-Door L,6584684,FALSE,very small,White,White,very small-White
f8f7b492e927,2015,Mazda,Mazda3,Mazda3,i Sport,6660410,FALSE,very small,Black,Black,very small-Non-white
f90be31f688c,2013,Scion,FR-S,FR-S,Base,6634816,FALSE,very small,Blue,Blue,very small-Non-white
f91101fab16b,2014,Nissan,Versa Note,Versa Note,SV,6835263,FALSE,very small,Red,Red,very small-Non-white
f9147626de12,2014,Hyundai,Accent,Accent,SE,6610595,FALSE,very small,White,White,very small-White
f934e92bd626,2015,Buick,Verano,Verano,Leather Group,7127756,FALSE,very small,White,White,very small-White
f9859ea51fcb,2013,Honda,Civic,Civic,LX,6868186,FALSE,very small,Black,Black,very small-Non-white
f99c5b1ab868,2013,Honda,Civic,Civic,LX,6572962,FALSE,very small,Black,Black,very small-Non-white
f9a1c9af77a2,2012,FIAT,500,500,Pop,6383391,FALSE,very small,White,White,very small-White
f9ad1adbe88e,2014,Mazda,Mazda6,Mazda6,i Grand Touring,7135105,FALSE,very small,Black,Black,very small-Non-white
f9b0a004a5d1,2014,Kia,Forte,Forte,LX,6731271,FALSE,very small,Black,Black,very small-Non-white
f9b4e31ec419,2012,Nissan,Altima,Altima,2.5 S,6196641,FALSE,very small,Gray,Gray,very small-Non-white
fa006be8b6d9,2016,Honda,CR-Z,CR-Z,EX-L w/Navi,6045765,TRUE,very small,Gray,Gray,very small-Non-white
fa3d0e9674fa,2015,Toyota,Prius,Prius,Two,6977755,FALSE,very small,White,White,very small-White
fa58ba723c61,2013,Acura,ILX,ILX,2.0L w/Tech,6043254,FALSE,very small,Black,Black,very small-Non-white
fa5ecd701c96,2013,Toyota,Corolla,Corolla,LE,6843409,FALSE,very small,White,White,very small-White
fa65361bb4d9,2013,Nissan,Sentra,Sentra,SL,7039512,FALSE,very small,Gray,Gray,very small-Non-white
fac8e0a7d682,2012,Honda,Civic,Civic,EX-L,6122006,FALSE,very small,Gray,Gray,very small-Non-white
fad5b40f880c,2012,Nissan,Altima,Altima,2.5 S,6646367,FALSE,very small,Red,Red,very small-Non-white
fad8c418aba6,2013,Honda,Civic,Civic,LX,6692303,FALSE,very small,Black,Black,very small-Non-white
faedc93da4b6,2016,BMW,3 Series,3 Series,320i w/Premium Pkg,7108306,FALSE,very small,Gray,Gray,very small-Non-white
fafb8e8d4d7e,2013,Kia,Soul,Soul,+,6531406,FALSE,very small,Gray,Gray,very small-Non-white
fb00f1f3bcae,2014,Ford,Fiesta,Fiesta,SE,6662278,FALSE,very small,Red,Red,very small-Non-white
fb1c61d057ba,2015,BMW,3 Series,3 Series,328i,7076819,FALSE,very small,Gray,Gray,very small-Non-white
fb4a11fb1f26,2014,Ford,Focus,Focus,SE,6767959,FALSE,very small,Black,Black,very small-Non-white
fb876336ca97,2014,Hyundai,Accent,Accent,GLS,6908098,FALSE,very small,Yellow,Others,very small-Non-white
fbb041ba57f6,2013,Honda,Fit,Fit,Sport,6905680,FALSE,very small,Teal,Others,very small-Non-white
fbf0fe1d23d7,2013,Hyundai,Elantra,Elantra,Limited W/ Technology Pkg,6812809,FALSE,very small,White,White,very small-White
fbf567664aff,2015,Mazda,MX-5 Miata,MX-5 Miata,Grand Touring,5813951,FALSE,very small,Black,Black,very small-Non-white
fbfb6c8f8d07,2014,Hyundai,Elantra GT,Elantra GT,Base,7128557,FALSE,very small,White,White,very small-White
fc1fe919626d,2014,Lexus,CT 200h,CT 200h,Base,6667839,FALSE,very small,White,White,very small-White
fc23a5c861c8,2013,Chevrolet,Malibu,Malibu,Eco,6801114,FALSE,very small,Gray,Gray,very small-Non-white
fc38a525bf89,2013,BMW,3 Series,3 Series,335i,6817281,FALSE,very small,Black,Black,very small-Non-white
fccec27bd044,2014,Kia,Optima,Optima,EX,6751522,FALSE,very small,Yellow,Others,very small-Non-white
fcd988291d6e,2014,Kia,Forte,Forte,EX,6875885,FALSE,very small,Black,Black,very small-Non-white
fcdd86a7969e,2016,Honda,Civic,Civic,EX-T,7135660,FALSE,very small,White,White,very small-White
fce0ba5b8ed7,2013,BMW,Z4,Z4,sDrive35i,6423052,TRUE,very small,Red,Red,very small-Non-white
fd1cf5abbc01,2013,Mercedes-Benz,C-Class,C-Class,C250,6695985,FALSE,very small,Red,Red,very small-Non-white
fd3735bcd142,2013,Scion,FR-S,FR-S,10 series,6586956,FALSE,very small,White,White,very small-White
fd40710ad85d,2015,Ford,Fiesta,Fiesta,SE,6341165,FALSE,very small,Black,Black,very small-Non-white
fd5c74a2784e,2013,Volvo,S60,S60,T5,7082336,FALSE,very small,White,White,very small-White
fd92d717afaf,2013,Honda,Civic,Civic,LX,6702635,FALSE,very small,Black,Black,very small-Non-white
fdbe95520083,2014,Mitsubishi,Lancer,Lancer,ES,6815468,FALSE,very small,Black,Black,very small-Non-white
fe26e42ca08c,2012,Buick,LaCrosse,LaCrosse,Leather,7100186,FALSE,very small,Gray,Gray,very small-Non-white
fe5c859aa7b6,2012,Nissan,Versa,Versa,1.6 SV,6257625,FALSE,very small,Gray,Gray,very small-Non-white
fe89a9fddc52,2014,Lexus,CT 200h,CT 200h,Base,7133378,FALSE,very small,Gray,Gray,very small-Non-white
fe90eb15b6a3,2014,Volkswagen,Passat,Passat,Wolfsburg Edition PZEV,6704909,FALSE,very small,Red,Red,very small-Non-white
fe9e76936077,2014,Hyundai,Elantra,Elantra,SE,6860799,FALSE,very small,Red,Red,very small-Non-white
fec3f58e1133,2016,Ford,Focus,Focus,SE,7062546,FALSE,very small,Blue,Blue,very small-Non-white
ffe45737b4af,2014,Mercedes-Benz,E-Class,E-Class,E350 Sport,7089514,FALSE,very small,White,White,very small-White
02421a92ddb8,2015,Chevrolet,Suburban,Suburban,LT 1500 w/Towing Pkg,12283636,FALSE,very large,Black,Black,very large-Non-white
02d1713b3980,2015,Toyota,Sienna,Sienna,LE 8-Passenger,11977600,FALSE,very large,Gray,Gray,very large-Non-white
02fa9128f570,2014,GMC,Sierra 1500,Sierra 1500,SLE,12634331,FALSE,very large,Blue,Blue,very large-Non-white
04f196955fa8,2012,Chevrolet,Silverado 1500,Silverado 1500,LT,11660565,FALSE,very large,Black,Black,very large-Non-white
068cb69017b3,2014,Ford,F-150,F-150,XLT,12621731,FALSE,very large,Red,Red,very large-Non-white
0c9265af0ddf,2013,Chevrolet,Tahoe,Tahoe,LT,12198271,FALSE,very large,Gray,Gray,very large-Non-white
11e6781448d0,2014,Ford,Expedition,Expedition,Limited,11905574,FALSE,very large,Gray,Gray,very large-Non-white
13bdbde20924,2015,Chrysler,Town and Country,Town and Country,Touring,11494431,FALSE,very large,Gray,Gray,very large-Non-white
169f9ccbc605,2015,Ram,Pickup 1500,Pickup 1500,Tradesman,12266801,FALSE,very large,White,White,very large-White
186fb0044708,2014,Chevrolet,Silverado 1500,Silverado 1500,LT,12877619,FALSE,very large,White,White,very large-White
18a3f3b83f73,2014,Ford,Expedition,Expedition,Limited,12735348,FALSE,very large,Red,Red,very large-Non-white
18b852b69918,2015,Chevrolet,Suburban,Suburban,LTZ 1500,12342890,FALSE,very large,Black,Black,very large-Non-white
196f1caf7a65,2013,Toyota,Sienna,Sienna,SE 8-Passenger,12112190,FALSE,very large,Gray,Gray,very large-Non-white
19d6ffab8a52,2012,Infiniti,QX56,QX56,Base,12182769,FALSE,very large,Black,Black,very large-Non-white
1b91bcca99a3,2015,Nissan,Quest,Quest,3.5 SV,12145026,FALSE,very large,Gray,Gray,very large-Non-white
1e29b3a0ef61,2014,Ford,F-150,F-150,Lariat,11682565,FALSE,very large,Red,Red,very large-Non-white
1e7a456d265a,2015,Ford,F-150,F-150,XLT,11770820,FALSE,very large,Black,Black,very large-Non-white
1e7de886621d,2012,Toyota,Sienna,Sienna,XLE 8-Passenger,11690219,FALSE,very large,Black,Black,very large-Non-white
20c479035a39,2014,Ram,Ram Pickup 1500,Ram Pickup 1500,Tradesman,11499072,FALSE,very large,Gray,Gray,very large-Non-white
20d2b5fdb088,2012,Toyota,Tundra,Tundra,Limited,12740781,FALSE,very large,Gray,Gray,very large-Non-white
21a7e6726ee3,2015,Lincoln,Navigator L,Navigator L,Base,12174434,TRUE,very large,Black,Black,very large-Non-white
252c6ab0d70c,2015,Nissan,Quest,Quest,3.5 SV,12177515,FALSE,very large,Black,Black,very large-Non-white
28c5d6165412,2013,Ram,Ram Pickup 1500,Ram Pickup 1500,Big Horn  Towing Pkg,11564414,FALSE,very large,Black,Black,very large-Non-white
2abd66d54547,2014,Ram,Ram Pickup 1500,Ram Pickup 1500,Big Horn,12869741,FALSE,very large,Yellow,Others,very large-Non-white
2acdb52e0b2f,2014,Ford,F-150,F-150,XLT,12752767,FALSE,very large,Gray,Gray,very large-Non-white
2b189cc36892,2012,GMC,Sierra 1500,Sierra 1500,SLE,12287520,FALSE,very large,Red,Red,very large-Non-white
2c09d35ee496,2014,Ford,F-150,F-150,XLT,12222644,FALSE,very large,Yellow,Others,very large-Non-white
313d51bb0005,2012,Ford,F-150,F-150,Platinum,12617719,FALSE,very large,Red,Red,very large-Non-white
34d5a99d9d67,2015,Chrysler,Town and Country,Town and Country,Limited Platinum,11633888,FALSE,very large,White,White,very large-White
358019819e8e,2015,Dodge,Grand Caravan,Grand Caravan,SXT,11497042,FALSE,very large,Black,Black,very large-Non-white
3a489e244d4c,2013,Cadillac,Escalade ESV,Escalade ESV,Platinum Edition,12160528,FALSE,very large,White,White,very large-White
3cb21125f126,2016,Chevrolet,Silverado 1500,Silverado 1500,LT,12914397,TRUE,very large,Red,Red,very large-Non-white
